Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
16.0,Sat,2021-01-02,19:00,Galatasaray,0–0,Antalyaspor,,Türk Telekom Arena,Abdulkadir Bitigen,Match Report,,21,T1
16.0,Sun,2021-01-03,13:30,Rizespor,1–1,Gençlerbirliği,,Yeni Rize Şehir Stadı,Suat Arslanboga,Match Report,,21,T1
16.0,Sun,2021-01-03,16:00,Fatih Karagümrük,1–2,Trabzonspor,,Atatürk Olimpiyat Stadı,Ali Palabıyık,Match Report,,21,T1
16.0,Sun,2021-01-03,19:00,Kayserispor,0–2,Beşiktaş,,Kadir Has Şehir Stadı,Fırat Aydınus,Match Report,,21,T1
16.0,Mon,2021-01-04,19:00,Kasımpaşa,0–3,Fenerbahçe,,Recep Tayyip Erdoğan Stadyumu,Halis Özkahya,Match Report,,21,T1
,,,,,,,,,,,,21,T1
17.0,Tue,2021-01-05,16:00,Gaziantep FK,2–0,Ankaragücü,,Kalyon Arena,Alper Ulusoy,Match Report,,21,T1
17.0,Tue,2021-01-05,16:00,Yeni Mal'spor,2–2,Sivasspor,,Yeni Malatya Stadyumu,Sarper Baris Saka,Match Report,,21,T1
17.0,Tue,2021-01-05,19:00,Konyaspor,4–3,Galatasaray,,Konya Büyükşehir Stadı,Arda Kardeşler,Match Report,,21,T1
17.0,Wed,2021-01-06,13:30,Denizlispor,0–1,Kayserispor,,Denizli Atatürk Stadyumu,Ali Şansalan,Match Report,,21,T1
17.0,Wed,2021-01-06,16:00,Trabzonspor,1–0,Göztepe,,Şenol Güneş Stadyumu,Cüneyt Çakιr,Match Report,,21,T1
17.0,Wed,2021-01-06,16:00,Başakşehir,1–0,Erzurum BB,,Başakşehir Fatih Terim Stadium,Yaşar Kemal Uğurlu,Match Report,,21,T1
17.0,Wed,2021-01-06,16:00,Gençlerbirliği,3–1,Hatayspor,,Eryaman Stadyumu,Yasin Kol,Match Report,,21,T1
